,Arttırılabilir Azami Bellek,Bağlantılar,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü,Optik Sürücü Tipi,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Soket Tipi,Star,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
4696,,,"Dell Precision M7560 Tknm7560rksı7a12 I7-11850h 64gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş I T09482L ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Ofis - İş,,,,Yok,,"56.606,20",64 GB,DDR4,Gri,512 GB,,0.0,2.5," Precision M7560 Tknm7560rksı7a12 I7-11850h 64gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş I T09482L ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4697,,,"Dell Precision M7560 Tknm7560rksı7a11 I7-11850h 32gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482K ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Tasarım,,,,Yok,,"58.496,46",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a11 I7-11850h 32gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482K ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4698,,,"Dell Precision M7560 Tknm7560rksı7a1 I7-11850h 16gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482A ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Ofis - İş,,,,Yok,,"53.273,39",16 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a1 I7-11850h 16gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482A ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4699,,,Dell Precision M7560 Tknm7560rksı7a15 I7-11850h 64gb 1tbssd+1tbssd A2000 15.6  Fullhd W10p Taşınabil T09482O ,2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Ofis - İş,,,,Yok,,"61.232,35",64 GB,DDR4,Gri,2 TB,,0.0,2.5, Precision M7560 Tknm7560rksı7a15 I7-11850h 64gb 1tbssd+1tbssd A2000 15.6  Fullhd W10p Taşınabil T09482O ,1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4700,,,"Dell Precision M7560 Tknm7560rksı7a17 I7-11850h 64gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482R ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Oyun,,,,Yok,,"61.282,11",64 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a17 I7-11850h 64gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482R ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4701,,,"Dell Precision M7560 Tknm7560rksı7a6 I7-11850h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482F ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Tasarım,,,,Yok,,"53.770,82",32 GB,DDR4,Gri,512 GB,,0.0,2.5," Precision M7560 Tknm7560rksı7a6 I7-11850h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482F ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4702,,,"Dell Precision M7560 Tknm7560rksı7a10 I7-11850h 32gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482J ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Tasarım,,,,Yok,,"57.660,77",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a10 I7-11850h 32gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482J ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4703,,,"Dell Precision M7560 Tknm7560rksı7a7 I7-11850h 32gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482G ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Tasarım,,,,Yok,,"54.666,20",32 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a7 I7-11850h 32gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Is T09482G ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4704,,,"Dell Precision M7560 Tknm7560rksı7a2 I7 11850h 16gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482B ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Tasarım,,,,Yok,,"54.337,90",16 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a2 I7 11850h 16gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482B ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4705,,,"Dell Precision M7560 Tknm7560rksı7a19 I7-11850h 128gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş T09482T ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Oyun,,,,Yok,,"62.674,92",128 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a19 I7-11850h 128gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş T09482T ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4706,,,"Dell Precision M7560 Tknm7560rksı7a16 I7-11850h 64gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482P ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Oyun,,,,Yok,,"60.436,46",64 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a16 I7-11850h 64gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Ta T09482P ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4707,,,"Dell Precision M7560 Tknm7560rksı7a21 I7-11850h 128gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabi T09482V ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Oyun,,,,Yok,,"64.565,18",128 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a21 I7-11850h 128gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabi T09482V ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4708,,,"HP Zbook Studio G7 1j3s6ea01 I7-10850h 16gb 1tbssd T2000 15.6"" Fullhd W10p Mobil İş İstasyonu T09679A ",2 kg ve Altı,Yok,"15,6 inç",Nvidia Quadro T2000,GDDR5,4 GB ve altı,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"45.612,87",16 GB,DDR4,Gri,1 TB,,0.0,2.7," Zbook Studio G7 1j3s6ea01 I7-10850h 16gb 1tbssd T2000 15.6"" Fullhd W10p Mobil İş İstasyonu T09679A ",1920 x 1080,Full HD (FHD),,10850H,10. Nesil,Intel Core i7,6,Windows,
4709,,,"HP Zbook Fury G8 4a6b0ea02 I7-11850h 16gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749B ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"60.734,92",16 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea02 I7-11850h 16gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749B ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4710,,,"HP Zbook Fury G8 4a6b0ea01 I7-11850h 16gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749A ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"58.148,26",16 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea01 I7-11850h 16gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749A ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4711,,,"HP Zbook Fury G8 4a6b0ea03 I7-11850h 16gb 512ssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749C ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Ofis - İş,,,,Yok,,"59.242,61",16 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea03 I7-11850h 16gb 512ssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749C ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4712,,,"HP Zbook Fury G8 4a6b0ea04 I7-11850h 16gb 1tbssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749D ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"59.988,77",16 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea04 I7-11850h 16gb 1tbssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749D ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4713,,,"HP Zbook Fury G8 4a6b0ea07 I7-11850h 16gb 1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749G ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Ofis - İş,,,,Yok,,"62.575,44",16 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea07 I7-11850h 16gb 1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749G ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4714,,,"HP Zbook Fury G8 4a6b0ea06 I7-11850h 16gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749F ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"63.570,31",16 GB,DDR4,Gri,4 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea06 I7-11850h 16gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749F ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4715,,,"HP Zbook Fury G8 4a6b0ea08 I7-11850h 16gb 3x1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Ist T09749H ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Ofis - İş,,,,Yok,,"66.156,98",16 GB,DDR4,Gri,4 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea08 I7-11850h 16gb 3x1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Ist T09749H ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4716,,,"HP Zbook Fury G8 4a6b0ea05 I7-11850h 16gb 3x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749E ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Ofis - İş,,,,Yok,,"61.779,54",16 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea05 I7-11850h 16gb 3x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749E ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4717,,,"HP Zbook Fury G8 4a6b0ea09 I7-11850h 32gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749I ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"58.645,69",32 GB,DDR4,Gri,512 GB,,0.0,2.5," Zbook Fury G8 4a6b0ea09 I7-11850h 32gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749I ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4718,,,"HP Zbook Fury G8 4a6b0ea24 I7-11850h 64gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749Q ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"67.798,52",64 GB,DDR4,Gri,4 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea24 I7-11850h 64gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749Q ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4719,,,"HP Zbook Fury G8 4a6b0ea10 I7-11850h 32gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749J ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"59.391,85",32 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea10 I7-11850h 32gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749J ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4720,,,"HP Zbook Fury G8 4a6b0ea15 I7-11850h 32gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749O ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"64.813,90",32 GB,DDR4,Gri,4 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea15 I7-11850h 32gb 4x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749O ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4721,,,"HP Zbook Fury G8 4a6b0ea20 I7-11850h 64gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749U ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"64.963,13",16 GB,DDR4,Gri,512 GB,,0.0,2.5," Zbook Fury G8 4a6b0ea20 I7-11850h 64gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749U ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4722,,,"HP Zbook Fury G8 4a6b0ea19 I7-11850h 64gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749T ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"62.376,46",64 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea19 I7-11850h 64gb 1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749T ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4723,,,"HP Zbook Fury G8 4a6b0ea18 I7-11850h 64gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749S ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"61.630,31",64 GB,DDR4,Gri,512 GB,,0.0,2.5," Zbook Fury G8 4a6b0ea18 I7-11850h 64gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749S ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4724,,,"HP Zbook Fury G8 4a6b0ea13 I7-11850h 32gb 1tbssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749M ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"61.182,61",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea13 I7-11850h 32gb 1tbssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749M ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4725,,,"HP Zbook Fury G8 4a6b0ea16 I7-11850h 32gb 1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749P ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Ofis - İş,,,,Yok,,"63.769,28",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea16 I7-11850h 32gb 1tbssd+2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749P ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4726,,,"HP Zbook Fury G8 4a6b0ea14 I7-11850h 32gb 3x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749N ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Ofis - İş,,,,Yok,,"62.973,39",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea14 I7-11850h 32gb 3x1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749N ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4727,,,"HP Zbook Fury G8 4a6b0ea12 I7-11850h 32gb 512ssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749L ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Ofis - İş,,,,Yok,,"60.436,46",32 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea12 I7-11850h 32gb 512ssd+1tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istas T09749L ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4728,,,"HP Zbook Fury G8 4a6b0ea11 I7-11850h 32gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749K ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"61.978,52",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Zbook Fury G8 4a6b0ea11 I7-11850h 32gb 2tbssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749K ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4729,,,"HP Zbook Firefly 118p3es02 I7-10810u 16gb 2tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09733B ",2 kg ve Altı,Yok,14 inç,Nvidia Quadro P520,GDDR5,2 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"33.276,46",16 GB,DDR4,Gri,2 TB,,0.0,1.1," Zbook Firefly 118p3es02 I7-10810u 16gb 2tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09733B ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,10. Nesil,Intel Core i7,6,Windows,
4730,,,"HP Zbook Firefly 118p3es01 I7-10810u 16gb 1tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09733A ",2 kg ve Altı,Yok,14 inç,Nvidia Quadro P520,GDDR5,2 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"31.236,98",16 GB,DDR4,Gri,1 TB,,0.0,1.1," Zbook Firefly 118p3es01 I7-10810u 16gb 1tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09733A ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,10. Nesil,Intel Core i7,6,Windows,
4731,,,"HP Zbook Studio G7 1j3s6ea I7-10850h 16gb 512ssd T2000 15.6"" Fullhd W10p Mobil Iş Istasyonu T09679 ",2 kg ve Altı,Yok,"15,6 inç",Nvidia Quadro T2000,GDDR5,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"44.816,98",16 GB,DDR4,Gri,512 GB,,0.0,2.7," Zbook Studio G7 1j3s6ea I7-10850h 16gb 512ssd T2000 15.6"" Fullhd W10p Mobil Iş Istasyonu T09679 ",1920 x 1080,Full HD (FHD),,10850H,10. Nesil,Intel Core i7,6,Windows,
4732,,,"HP Zbook Fury G8 4a6b0ea I7-11850h 16gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749 ",2 - 4 kg,Yok,"17,3 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Oyun,,,,Yok,,"57.402,11",16 GB,DDR4,Gri,512 GB,,0.0,2.5," Zbook Fury G8 4a6b0ea I7-11850h 16gb 512ssd A2000 17.3"" Fullhd W10p Taşınabilir Iş Istasyonu T09749 ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4733,,,"HP Zbook Firefly G8 2c9s6ea I7-1165g7 16gb 512ssd T500 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T09606 ",2 - 4 kg,Yok,"15,6 inç",NVIDIA Quadro T500 Mobile,GDDR6,4 GB,Harici,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Ofis - İş,,,,Yok,,"39.769,99",16 GB,DDR4,Gri,512 GB,,0.0,2.8," Zbook Firefly G8 2c9s6ea I7-1165g7 16gb 512ssd T500 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T09606 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,
4734,,,LENOVO 20un002ltx I7-1160g7/x1/16gb/1tb/13/w10p TYC00258205722 ,2 - 4 kg,Yok,13 inç,Paylaşımlı,SD,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"41.196,40",16 GB,DDR4,Siyah,1 TB,,0.0,2.1, 20un002ltx I7-1160g7/x1/16gb/1tb/13/w10p TYC00258205722 ,2160 x 1440,HD Ready (HD),,1165G7,11. Nesil,Intel Core i7,1,Windows,
4735,,,"HP Zbook Firefly 111b9ea01 I7-10510u 16gb 2tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09729A ",2 kg ve Altı,Yok,14 inç,Nvidia Quadro P520,GDDR5,2 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"34.321,07",16 GB,DDR4,Gri,2 TB,,0.0,1.8," Zbook Firefly 111b9ea01 I7-10510u 16gb 2tbssd P520 14"" Fullhd W10p Taşınabilir Iş Istasyonu T09729A ",1920 x 1080,Full HD (FHD),,10510U,10. Nesil,Intel Core i7,4,Windows,
